,000_heartRate,015_heartRate,030_heartRate,045_heartRate,060_heartRate,075_heartRate,090_heartRate,105_heartRate,120_heartRate,135_heartRate,150_heartRate,165_heartRate,180_heartRate,195_heartRate,210_heartRate,225_heartRate,240_heartRate,255_heartRate,270_heartRate,285_heartRate,300_heartRate,315_heartRate,330_heartRate,345_heartRate,360_heartRate,375_heartRate,390_heartRate,405_heartRate,420_heartRate,435_heartRate,450_heartRate,465_heartRate,480_heartRate,495_heartRate,510_heartRate,525_heartRate,540_heartRate,555_heartRate,570_heartRate,585_heartRate,600_heartRate,615_heartRate,630_heartRate,645_heartRate,660_heartRate,675_heartRate,690_heartRate,705_heartRate,720_heartRate,735_heartRate,750_heartRate,765_heartRate,780_heartRate,795_heartRate,810_heartRate,825_heartRate,840_heartRate,855_heartRate,870_heartRate,885_heartRate,studyId,startTimeStamp,startDateTime,endTimeStamp,steps,distanceInMeters,maxMotionIntensity,meanMotionIntensity,sleepLabel
1973,72,72,72,72,72,73,73,73,73,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,73,73,73,73,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,S3,1503278100,2017-08-21 01:15:00,1503279000,0,0.0,0,0.0,0
1974,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,73,73,73,73,72,72,72,72,72,72,72,72,73,73,73,73,73,73,73,S3,1503279000,2017-08-21 01:30:00,1503279900,0,0.0,2,0.133333333333333,0
1975,73,72,72,72,72,73,73,73,73,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,72,72,72,72,72,72,72,S3,1503279900,2017-08-21 01:45:00,1503280800,0,0.0,4,0.466666666666666,0
1976,72,73,73,73,73,72,72,72,72,72,72,72,72,72,72,72,72,73,73,73,73,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,S3,1503280800,2017-08-21 02:00:00,1503281700,0,0.0,0,0.0,0
1977,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,73,73,73,73,72,72,72,72,72,72,72,72,73,73,73,73,72,72,72,72,73,73,73,73,73,73,73,S3,1503281700,2017-08-21 02:15:00,1503282600,0,0.0,2,0.133333333333333,0
1978,73,72,72,72,72,72,72,72,72,72,72,72,72,73,73,73,73,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,73,73,73,73,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,S3,1503282600,2017-08-21 02:30:00,1503283500,0,0.0,0,0.0,0
1979,72,72,72,72,72,72,72,72,72,72,72,72,72,73,73,73,73,72,72,72,72,73,73,73,73,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,73,73,73,73,72,72,72,72,72,72,72,72,73,73,73,S3,1503283500,2017-08-21 02:45:00,1503284400,0,0.0,0,0.0,0
1980,73,72,72,72,72,69,69,69,69,65,65,65,65,70,70,70,70,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,S3,1503284400,2017-08-21 03:00:00,1503285300,0,0.0,3,0.733333333333333,0
1981,71,76,76,76,76,73,73,73,73,73,73,73,73,72,72,72,72,72,72,72,72,72,72,72,72,73,73,73,73,72,72,72,72,71,71,71,71,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,71,71,71,S3,1503285300,2017-08-21 03:15:00,1503286200,0,0.0,0,0.0,0
1982,71,70,70,70,70,70,70,70,70,70,70,70,70,71,71,71,71,70,70,70,70,71,71,71,71,70,70,70,70,70,70,70,70,70,70,70,70,71,71,71,71,71,71,71,71,70,70,70,70,79,79,79,79,70,70,70,70,62,62,62,S3,1503286200,2017-08-21 03:30:00,1503287100,0,0.0,2,0.4,0
1983,62,61,61,61,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,59,59,59,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,S3,1503287100,2017-08-21 03:45:00,1503288000,0,0.0,2,0.133333333333333,0
1984,60,59,59,59,59,59,59,59,59,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,61,61,61,61,61,61,61,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,62,62,62,62,62,62,62,62,62,62,62,S3,1503288000,2017-08-21 04:00:00,1503288900,0,0.0,1,0.066666666666666,0
1985,62,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,S3,1503288900,2017-08-21 04:15:00,1503289800,0,0.0,3,0.2,0
1986,61,61,61,61,61,61,61,61,61,61,61,61,61,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,65,65,65,64,64,64,S3,1503289800,2017-08-21 04:30:00,1503290700,0,0.0,5,0.733333333333333,0
1987,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,65,65,65,64,64,64,64,64,64,64,64,64,64,64,64,65,65,65,65,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,S3,1503290700,2017-08-21 04:45:00,1503291600,0,0.0,3,0.533333333333333,0
1988,64,61,61,61,61,60,60,60,60,63,63,63,63,64,64,64,64,62,62,62,62,68,68,68,68,82,82,82,82,83,83,83,83,113,113,113,113,105,105,105,105,93,93,93,93,89,89,89,89,87,87,87,87,83,83,83,83,91,91,91,S3,1503291600,2017-08-21 05:00:00,1503292500,0,0.0,7,5.93333333333333,0
1989,91,84,84,84,84,79,79,79,79,76,76,76,76,84,84,84,84,88,88,88,88,93,93,93,93,83,83,83,83,80,80,80,80,85,85,85,85,90,90,90,90,81,81,81,81,90,90,90,90,82,82,82,82,76,76,76,76,88,88,88,S3,1503292500,2017-08-21 05:15:00,1503293400,0,0.0,7,5.4,0
1990,88,94,94,94,94,87,87,87,87,79,79,79,79,73,73,73,73,78,78,78,78,73,73,73,73,72,72,72,72,76,76,76,76,72,72,72,72,73,73,73,73,74,74,74,74,76,76,76,76,75,75,75,75,77,77,77,77,72,72,72,S3,1503293400,2017-08-21 05:30:00,1503294300,0,0.0,7,4.6,0
1991,72,72,72,72,72,88,88,88,88,79,79,79,79,70,70,70,70,71,71,71,71,70,70,70,70,69,69,69,69,77,77,77,77,76,76,76,76,75,75,75,75,75,75,75,75,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,S3,1503294300,2017-08-21 05:45:00,1503295200,0,0.0,4,4.0,0
1992,78,76,76,76,76,78,78,78,78,78,78,78,78,75,75,75,75,78,78,78,78,78,78,78,78,83,83,83,83,82,82,82,82,83,83,83,83,79,79,79,79,78,78,78,78,74,74,74,74,74,74,74,74,83,83,83,83,84,84,84,S3,1503295200,2017-08-21 06:00:00,1503296100,0,0.0,7,4.66666666666667,0
1993,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,88,88,88,88,104,104,104,104,99,99,99,99,95,95,95,95,86,86,86,86,79,79,79,79,75,75,75,75,73,73,73,73,73,73,73,73,72,72,72,S3,1503296100,2017-08-21 06:15:00,1503297000,0,0.0,7,4.26666666666667,0
1994,72,72,72,72,72,71,71,71,71,70,70,70,70,70,70,70,70,72,72,72,72,76,76,76,76,71,71,71,71,66,66,66,66,67,67,67,67,66,66,66,66,64,64,64,64,63,63,63,63,63,63,63,63,63,63,63,63,64,64,64,S3,1503297000,2017-08-21 06:30:00,1503297900,0,0.0,3,1.93333333333333,0
1995,64,63,63,63,63,64,64,64,64,64,64,64,64,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,65,65,65,65,64,64,64,64,63,63,63,S3,1503297900,2017-08-21 06:45:00,1503298800,0,0.0,3,2.06666666666667,0
1996,63,64,64,64,64,71,71,71,71,73,73,73,73,80,80,80,80,70,70,70,70,64,64,64,64,75,75,75,75,70,70,70,70,69,69,69,69,67,67,67,67,68,68,68,68,70,70,70,70,65,65,65,65,73,73,73,73,72,72,72,S3,1503298800,2017-08-21 07:00:00,1503299700,0,0.0,3,3.0,0
1997,72,67,67,67,67,64,64,64,64,64,64,64,64,64,64,64,64,71,71,71,71,81,81,81,81,82,82,82,82,74,74,74,74,67,67,67,67,65,65,65,65,64,64,64,64,68,68,68,68,72,72,72,72,83,83,83,83,85,85,85,S3,1503299700,2017-08-21 07:15:00,1503300600,0,0.0,5,2.33333333333333,0
1998,85,82,82,82,82,75,75,75,75,72,72,72,72,75,75,75,75,79,79,79,79,72,72,72,72,73,73,73,73,77,77,77,77,82,82,82,82,75,75,75,75,74,74,74,74,84,84,84,84,84,84,84,84,77,77,77,77,74,74,74,S3,1503300600,2017-08-21 07:30:00,1503301500,0,0.0,4,4.0,0
1999,74,71,71,71,71,74,74,74,74,77,77,77,77,91,91,91,91,89,89,89,89,108,108,108,108,91,91,91,91,89,89,89,89,99,99,99,99,103,103,103,103,110,110,110,110,98,98,98,98,86,86,86,86,78,78,78,78,85,85,85,S3,1503301500,2017-08-21 07:45:00,1503302400,0,0.0,7,4.0,0
2000,85,77,77,77,77,75,75,75,75,84,84,84,84,93,93,93,93,88,88,88,88,74,74,74,74,71,71,71,71,68,68,68,68,69,69,69,69,66,66,66,66,67,67,67,67,67,67,67,67,68,68,68,68,68,68,68,68,69,69,69,S3,1503302400,2017-08-21 08:00:00,1503303300,0,0.0,7,2.46666666666667,0
2001,69,68,68,68,68,75,75,75,75,78,78,78,78,76,76,76,76,80,80,80,80,78,78,78,78,86,86,86,86,76,76,76,76,70,70,70,70,68,68,68,68,84,84,84,84,85,85,85,85,68,68,68,68,63,63,63,63,59,59,59,S3,1503303300,2017-08-21 08:15:00,1503304200,0,0.0,4,3.66666666666667,0
2002,59,59,59,59,59,59,59,59,59,75,75,75,75,71,71,71,71,63,63,63,63,62,62,62,62,59,59,59,59,62,62,62,62,61,61,61,61,59,59,59,59,61,61,61,61,75,75,75,75,76,76,76,76,66,66,66,66,69,69,69,S3,1503304200,2017-08-21 08:30:00,1503305100,0,0.0,4,3.13333333333333,0
2003,69,74,74,74,74,71,71,71,71,67,67,67,67,70,70,70,70,67,67,67,67,61,61,61,61,56,56,56,56,55,55,55,55,68,68,68,68,74,74,74,74,66,66,66,66,63,63,63,63,93,93,93,93,85,85,85,85,74,74,74,S3,1503305100,2017-08-21 08:45:00,1503306000,0,0.0,7,4.53333333333333,0
2004,74,67,67,67,67,76,76,76,76,70,70,70,70,65,65,65,65,67,67,67,67,62,62,62,62,51,51,51,51,55,55,55,55,58,58,58,58,58,58,58,58,54,54,54,54,58,58,58,58,56,56,56,56,85,85,85,85,100,100,100,S3,1503306000,2017-08-21 09:00:00,1503306900,0,0.0,7,3.86666666666667,0
2005,100,84,84,84,84,80,80,80,80,94,94,94,94,79,79,79,79,63,63,63,63,54,54,54,54,58,58,58,58,56,56,56,56,55,55,55,55,57,57,57,57,58,58,58,58,61,61,61,61,59,59,59,59,66,66,66,66,59,59,59,S3,1503306900,2017-08-21 09:15:00,1503307800,0,0.0,4,2.86666666666667,0
2006,59,65,65,65,65,58,58,58,58,58,58,58,58,68,68,68,68,59,59,59,59,63,63,63,63,61,61,61,61,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,61,61,61,61,64,64,64,64,59,59,59,59,58,58,58,S3,1503307800,2017-08-21 09:30:00,1503308700,0,0.0,4,2.66666666666667,0
2007,58,62,62,62,62,62,62,62,62,67,67,67,67,65,65,65,65,65,65,65,65,61,61,61,61,73,73,73,73,64,64,64,64,73,73,73,73,60,60,60,60,65,65,65,65,62,62,62,62,60,60,60,60,62,62,62,62,66,66,66,S3,1503308700,2017-08-21 09:45:00,1503309600,0,0.0,4,3.46666666666667,0
2008,66,62,62,62,62,63,63,63,63,63,63,63,63,91,91,91,91,92,92,92,92,83,83,83,83,86,86,86,86,72,72,72,72,68,68,68,68,73,73,73,73,90,90,90,90,85,85,85,85,63,63,63,63,63,63,63,63,57,57,57,S3,1503309600,2017-08-21 10:00:00,1503310500,0,0.0,7,4.46666666666667,0
2009,57,64,64,64,64,75,75,75,75,66,66,66,66,61,61,61,61,59,59,59,59,60,60,60,60,66,66,66,66,71,71,71,71,65,65,65,65,60,60,60,60,71,71,71,71,79,79,79,79,68,68,68,68,64,64,64,64,60,60,60,S3,1503310500,2017-08-21 10:15:00,1503311400,0,0.0,4,2.8,0
2010,60,57,57,57,57,57,57,57,57,58,58,58,58,59,59,59,59,59,59,59,59,58,58,58,58,71,71,71,71,63,63,63,63,60,60,60,60,59,59,59,59,60,60,60,60,61,61,61,61,60,60,60,60,59,59,59,59,56,56,56,S3,1503311400,2017-08-21 10:30:00,1503312300,0,0.0,4,2.46666666666667,0
2011,56,58,58,58,58,60,60,60,60,59,59,59,59,61,61,61,61,59,59,59,59,61,61,61,61,60,60,60,60,61,61,61,61,61,61,61,61,64,64,64,64,76,76,76,76,67,67,67,67,63,63,63,63,60,60,60,60,58,58,58,S3,1503312300,2017-08-21 10:45:00,1503313200,0,0.0,7,3.06666666666667,0
2012,58,71,71,71,71,79,79,79,79,73,73,73,73,66,66,66,66,60,60,60,60,63,63,63,63,71,71,71,71,60,60,60,60,58,58,58,58,67,67,67,67,71,71,71,71,64,64,64,64,62,62,62,62,60,60,60,60,66,66,66,S3,1503313200,2017-08-21 11:00:00,1503314100,0,0.0,3,3.0,0
2013,66,67,67,67,67,64,64,64,64,59,59,59,59,59,59,59,59,60,60,60,60,61,61,61,61,62,62,62,62,61,61,61,61,61,61,61,61,61,61,61,61,74,74,74,74,80,80,80,80,72,72,72,72,65,65,65,65,68,68,68,S3,1503314100,2017-08-21 11:15:00,1503315000,0,0.0,7,3.06666666666667,0
2014,68,71,71,71,71,63,63,63,63,68,68,68,68,70,70,70,70,69,69,69,69,74,74,74,74,74,74,74,74,64,64,64,64,60,60,60,60,64,64,64,64,62,62,62,62,60,60,60,60,59,59,59,59,61,61,61,61,62,62,62,S3,1503315000,2017-08-21 11:30:00,1503315900,0,0.0,3,2.8,0
2015,62,59,59,59,59,61,61,61,61,62,62,62,62,60,60,60,60,61,61,61,61,62,62,62,62,60,60,60,60,61,61,61,61,60,60,60,60,60,60,60,60,61,61,61,61,64,64,64,64,85,85,85,85,99,99,99,99,90,90,90,S3,1503315900,2017-08-21 11:45:00,1503316800,0,0.0,7,2.8,0
2016,90,78,78,78,78,79,79,79,79,74,74,74,74,65,65,65,65,76,76,76,76,74,74,74,74,79,79,79,79,79,79,79,79,78,78,78,78,71,71,71,71,68,68,68,68,62,62,62,62,60,60,60,60,58,58,58,58,57,57,57,S3,1503316800,2017-08-21 12:00:00,1503317700,0,0.0,4,3.6,0
2017,57,58,58,58,58,60,60,60,60,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,61,61,61,61,60,60,60,60,58,58,58,58,59,59,59,59,60,60,60,60,60,60,60,60,60,60,60,60,59,59,59,S3,1503317700,2017-08-21 12:15:00,1503318600,0,0.0,4,2.0,0
2018,59,60,60,60,60,63,63,63,63,75,75,75,75,70,70,70,70,71,71,71,71,62,62,62,62,67,67,67,67,67,67,67,67,65,65,65,65,68,68,68,68,74,74,74,74,85,85,85,85,100,100,100,100,134,134,134,134,115,115,115,S3,1503318600,2017-08-21 12:30:00,1503319500,0,0.0,7,4.8,0
2019,115,99,99,99,99,100,100,100,100,85,85,85,85,76,76,76,76,81,81,81,81,75,75,75,75,73,73,73,73,82,82,82,82,74,74,74,74,72,72,72,72,71,71,71,71,67,67,67,67,63,63,63,63,58,58,58,58,77,77,77,S3,1503319500,2017-08-21 12:45:00,1503320400,0,0.0,7,3.93333333333333,0
2020,77,73,73,73,73,66,66,66,66,72,72,72,72,66,66,66,66,63,63,63,63,64,64,64,64,66,66,66,66,62,62,62,62,67,67,67,67,73,73,73,73,79,79,79,79,86,86,86,86,85,85,85,85,78,78,78,78,81,81,81,S3,1503320400,2017-08-21 13:00:00,1503321300,0,0.0,4,2.4,0
2021,81,79,79,79,79,82,82,82,82,82,82,82,82,77,77,77,77,72,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,74,74,74,74,73,73,73,73,74,74,74,74,72,72,72,72,74,74,74,74,72,72,72,72,72,72,72,S3,1503321300,2017-08-21 13:15:00,1503322200,0,0.0,4,2.53333333333333,0
2022,72,75,75,75,75,75,75,75,75,72,72,72,72,74,74,74,74,74,74,74,74,71,71,71,71,72,72,72,72,73,73,73,73,77,77,77,77,85,85,85,85,87,87,87,87,80,80,80,80,84,84,84,84,77,77,77,77,84,84,84,S3,1503322200,2017-08-21 13:30:00,1503323100,0,0.0,7,3.06666666666667,0
2023,84,94,94,94,94,111,111,111,111,104,104,104,104,85,85,85,85,86,86,86,86,97,97,97,97,85,85,85,85,74,74,74,74,79,79,79,79,74,74,74,74,77,77,77,77,74,74,74,74,72,72,72,72,77,77,77,77,69,69,69,S3,1503323100,2017-08-21 13:45:00,1503324000,0,0.0,7,3.66666666666667,0
2024,69,67,67,67,67,70,70,70,70,71,71,71,71,71,71,71,71,67,67,67,67,68,68,68,68,68,68,68,68,67,67,67,67,82,82,82,82,76,76,76,76,70,70,70,70,70,70,70,70,82,82,82,82,80,80,80,80,74,74,74,S3,1503324000,2017-08-21 14:00:00,1503324900,0,0.0,4,4.0,0
2025,74,74,74,74,74,73,73,73,73,73,73,73,73,65,65,65,65,73,73,73,73,66,66,66,66,61,61,61,61,61,61,61,61,61,61,61,61,64,64,64,64,62,62,62,62,70,70,70,70,71,71,71,71,64,64,64,64,65,65,65,S3,1503324900,2017-08-21 14:15:00,1503325800,0,0.0,4,4.0,0
2026,65,66,66,66,66,72,72,72,72,68,68,68,68,78,78,78,78,67,67,67,67,76,76,76,76,73,73,73,73,65,65,65,65,63,63,63,63,62,62,62,62,76,76,76,76,76,76,76,76,69,69,69,69,81,81,81,81,75,75,75,S3,1503325800,2017-08-21 14:30:00,1503326700,0,0.0,7,4.2,0
2027,75,68,68,68,68,91,91,91,91,89,89,89,89,81,81,81,81,86,86,86,86,108,108,108,108,93,93,93,93,98,98,98,98,87,87,87,87,73,73,73,73,65,65,65,65,64,64,64,64,66,66,66,66,68,68,68,68,65,65,65,S3,1503326700,2017-08-21 14:45:00,1503327600,0,0.0,7,4.33333333333333,0
2028,65,63,63,63,63,64,64,64,64,66,66,66,66,75,75,75,75,65,65,65,65,66,66,66,66,64,64,64,64,63,63,63,63,63,63,63,63,64,64,64,64,63,63,63,63,63,63,63,63,63,63,63,63,65,65,65,65,62,62,62,S3,1503327600,2017-08-21 15:00:00,1503328500,0,0.0,3,2.46666666666667,0
2029,62,64,64,64,64,63,63,63,63,63,63,63,63,64,64,64,64,75,75,75,75,65,65,65,65,59,59,59,59,60,60,60,60,61,61,61,61,59,59,59,59,60,60,60,60,60,60,60,60,61,61,61,61,60,60,60,60,59,59,59,S3,1503328500,2017-08-21 15:15:00,1503329400,0,0.0,2,2.0,0
2030,59,59,59,59,59,60,60,60,60,60,60,60,60,61,61,61,61,63,63,63,63,72,72,72,72,63,63,63,63,61,61,61,61,60,60,60,60,59,59,59,59,61,61,61,61,62,62,62,62,61,61,61,61,60,60,60,60,59,59,59,S3,1503329400,2017-08-21 15:30:00,1503330300,0,0.0,3,2.4,0
2031,59,58,58,58,58,60,60,60,60,60,60,60,60,59,59,59,59,63,63,63,63,60,60,60,60,68,68,68,68,67,67,67,67,73,73,73,73,65,65,65,65,80,80,80,80,95,95,95,95,105,105,105,105,76,76,76,76,69,69,69,S3,1503330300,2017-08-21 15:45:00,1503331200,0,0.0,7,4.33333333333333,0
2032,69,68,68,68,68,86,86,86,86,80,80,80,80,60,60,60,60,59,59,59,59,59,59,59,59,58,58,58,58,58,58,58,58,57,57,57,57,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57,57,57,S3,1503331200,2017-08-21 16:00:00,1503332100,0,0.0,7,2.86666666666667,0
2033,57,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,59,59,59,59,58,58,58,58,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,59,59,59,59,58,58,58,S3,1503332100,2017-08-21 16:15:00,1503333000,0,0.0,3,1.33333333333333,0
2034,58,58,58,58,58,58,58,58,58,63,63,63,63,62,62,62,62,63,63,63,63,64,64,64,64,65,65,65,65,63,63,63,63,62,62,62,62,63,63,63,63,64,64,64,64,63,63,63,63,62,62,62,62,63,63,63,63,63,63,63,S3,1503333000,2017-08-21 16:30:00,1503333900,0,0.0,3,1.26666666666667,0
2035,63,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,63,63,63,63,63,63,63,63,63,63,63,63,65,65,65,65,65,65,65,65,65,65,65,65,61,61,61,61,62,62,62,62,77,77,77,77,76,76,76,76,68,68,68,S3,1503333900,2017-08-21 16:45:00,1503334800,0,0.0,4,1.6,0
2036,68,64,64,64,64,63,63,63,63,64,64,64,64,64,64,64,64,63,63,63,63,73,73,73,73,69,69,69,69,64,64,64,64,67,67,67,67,75,75,75,75,67,67,67,67,63,63,63,63,64,64,64,64,63,63,63,63,63,63,63,S3,1503334800,2017-08-21 17:00:00,1503335700,0,0.0,3,2.8,0
2037,63,63,63,63,63,64,64,64,64,76,76,76,76,67,67,67,67,63,63,63,63,64,64,64,64,64,64,64,64,63,63,63,63,77,77,77,77,86,86,86,86,95,95,95,95,84,84,84,84,79,79,79,79,90,90,90,90,98,98,98,S3,1503335700,2017-08-21 17:15:00,1503336600,0,0.0,7,5.0,0
2038,98,91,91,91,91,91,91,91,91,73,73,73,73,69,69,69,69,69,69,69,69,60,60,60,60,71,71,71,71,71,71,71,71,66,66,66,66,64,64,64,64,70,70,70,70,68,68,68,68,71,71,71,71,68,68,68,68,70,70,70,S3,1503336600,2017-08-21 17:30:00,1503337500,0,0.02,7,3.86666666666667,0
2039,70,72,72,72,72,68,68,68,68,71,71,71,71,69,69,69,69,71,71,71,71,68,68,68,68,73,73,73,73,70,70,70,70,76,76,76,76,104,104,104,104,91,91,91,91,77,77,77,77,75,75,75,75,74,74,74,74,74,74,74,S3,1503337500,2017-08-21 17:45:00,1503338400,0,0.0,7,3.66666666666667,0
2040,74,72,72,72,72,76,76,76,76,76,76,76,76,76,76,76,76,77,77,77,77,74,74,74,74,73,73,73,73,82,82,82,82,87,87,87,87,87,87,87,87,104,104,104,104,99,99,99,99,96,96,96,96,85,85,85,85,90,90,90,S3,1503338400,2017-08-21 18:00:00,1503339300,0,0.0,7,4.33333333333333,0
2041,90,102,102,102,102,91,91,91,91,88,88,88,88,88,88,88,88,89,89,89,89,87,87,87,87,84,84,84,84,82,82,82,82,81,81,81,81,83,83,83,83,84,84,84,84,83,83,83,83,89,89,89,89,103,103,103,103,99,99,99,S3,1503339300,2017-08-21 18:15:00,1503340200,0,0.0,7,6.06666666666667,0
2042,99,104,104,104,104,93,93,93,93,102,102,102,102,91,91,91,91,81,81,81,81,80,80,80,80,81,81,81,81,82,82,82,82,83,83,83,83,82,82,82,82,80,80,80,80,80,80,80,80,76,76,76,76,72,72,72,72,72,72,72,S3,1503340200,2017-08-21 18:30:00,1503341100,0,0.0,7,4.06666666666667,0
2043,72,72,72,72,72,88,88,88,88,99,99,99,99,88,88,88,88,78,78,78,78,75,75,75,75,82,82,82,82,75,75,75,75,74,74,74,74,72,72,72,72,70,70,70,70,74,74,74,74,87,87,87,87,101,101,101,101,86,86,86,S3,1503341100,2017-08-21 18:45:00,1503342000,0,0.0,7,3.8,0
2044,86,94,94,94,94,82,82,82,82,84,84,84,84,98,98,98,98,88,88,88,88,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,85,85,85,85,85,85,85,85,93,93,93,93,90,90,90,90,86,86,86,S3,1503342000,2017-08-21 19:00:00,1503342900,0,0.0,7,5.06666666666667,0
2045,86,83,83,83,83,94,94,94,94,98,98,98,98,87,87,87,87,87,87,87,87,87,87,87,87,88,88,88,88,86,86,86,86,85,85,85,85,85,85,85,85,82,82,82,82,79,79,79,79,83,83,83,83,83,83,83,83,85,85,85,S3,1503342900,2017-08-21 19:15:00,1503343800,0,0.0,4,3.46666666666667,0
2046,85,81,81,81,81,77,77,77,77,75,75,75,75,76,76,76,76,75,75,75,75,78,78,78,78,85,85,85,85,77,77,77,77,73,73,73,73,80,80,80,80,89,89,89,89,103,103,103,103,96,96,96,96,101,101,101,101,87,87,87,S3,1503343800,2017-08-21 19:30:00,1503344700,0,0.0,7,4.33333333333333,0
2047,87,101,101,101,101,101,101,101,101,103,103,103,103,95,95,95,95,90,90,90,90,100,100,100,100,94,94,94,94,90,90,90,90,89,89,89,89,89,89,89,89,87,87,87,87,81,81,81,81,80,80,80,80,82,82,82,82,81,81,81,S3,1503344700,2017-08-21 19:45:00,1503345600,0,0.0,7,4.93333333333333,0
2048,81,80,80,80,80,86,86,86,86,93,93,93,93,95,95,95,95,95,95,95,95,95,95,95,95,91,91,91,91,91,91,91,91,97,97,97,97,92,92,92,92,93,93,93,93,93,93,93,93,89,89,89,89,92,92,92,92,100,100,100,S3,1503345600,2017-08-21 20:00:00,1503346500,0,0.0,7,3.26666666666667,0
2049,100,93,93,93,93,83,83,83,83,82,82,82,82,84,84,84,84,82,82,82,82,81,81,81,81,80,80,80,80,79,79,79,79,79,79,79,79,79,79,79,79,78,78,78,78,77,77,77,77,77,77,77,77,78,78,78,78,76,76,76,S3,1503346500,2017-08-21 20:15:00,1503347400,0,0.0,4,2.26666666666667,0
2050,76,77,77,77,77,75,75,75,75,85,85,85,85,86,86,86,86,89,89,89,89,79,79,79,79,77,77,77,77,87,87,87,87,91,91,91,91,80,80,80,80,76,76,76,76,76,76,76,76,75,75,75,75,75,75,75,75,76,76,76,S3,1503347400,2017-08-21 20:30:00,1503348300,0,0.0,7,1.93333333333333,0
2051,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,78,78,78,78,74,74,74,74,73,73,73,73,73,73,73,73,74,74,74,74,104,104,104,104,106,106,106,106,96,96,96,S3,1503348300,2017-08-21 20:45:00,1503349200,0,0.0,7,2.06666666666667,0
2052,96,83,83,83,83,80,80,80,80,78,78,78,78,78,78,78,78,79,79,79,79,78,78,78,78,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,79,79,79,83,83,83,S3,1503349200,2017-08-21 21:00:00,1503350100,0,0.0,3,1.13333333333333,0
2053,83,81,81,81,81,79,79,79,79,77,77,77,77,74,74,74,74,74,74,74,74,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,74,74,74,74,87,87,87,87,89,89,89,89,91,91,91,91,90,90,90,90,96,96,96,S3,1503350100,2017-08-21 21:15:00,1503351000,0,0.0,7,2.0,0
