startTimeStamp,endTimeStamp,awakeTimeInSeconds,startDate,startTime,endDate,endTime
1493076840,1493111940,0,2017-04-24,23:34:00,2017-04-25,09:19:00
1493164560,1493180340,0,2017-04-25,23:56:00,2017-04-26,04:19:00
1493245800,1493266800,0,2017-04-26,22:30:00,2017-04-27,04:20:00
1493336460,1493366880,0,2017-04-27,23:41:00,2017-04-28,08:08:00
1493423040,1493455140,0,2017-04-28,23:44:00,2017-04-29,08:39:00
1493507640,1493536380,0,2017-04-29,23:14:00,2017-04-30,07:13:00
1493611980,1493643420,0,2017-05-01,04:13:00,2017-05-01,12:57:00
1493683320,1493723880,0,2017-05-02,00:02:00,2017-05-02,11:18:00
1493787900,1493812920,0,2017-05-03,05:05:00,2017-05-03,12:02:00
1493859720,1493885340,0,2017-05-04,01:02:00,2017-05-04,08:09:00
1493942100,1493972760,0,2017-05-04,23:55:00,2017-05-05,08:26:00
1494027900,1494058620,0,2017-05-05,23:45:00,2017-05-06,08:17:00
1494116940,1494146040,0,2017-05-07,00:29:00,2017-05-07,08:34:00
1494214500,1494241680,0,2017-05-08,03:35:00,2017-05-08,11:08:00
